Energy(eV)/F:Sum_Ch12+14:Sum_Ch12:Sum_Ch14:Ch12_p8b:Ch12_p9a:Ch12_p9d:Ch12_p10b:Ch12_p11c:Ch12_p11d:Ch14_p8b:Ch14_p9a:Ch14_p9d:Ch14_p10b:Ch14_p11c:Ch14_p11d
0.50000	48127	40273	7853.5	0.81635	4182.0	9540.9	12349	6598.6	7601.7	1.4879	682.93	1815.0	2465.1	1363.4	1525.6
1.5000	1.7638e+05	1.4532e+05	31055	6.0817	15053	35846	43288	23792	27340	3.9514	2913.1	7418.5	9244.5	5430.8	6043.8
2.5000	34417	27471	6945.9	2.5510	2810.4	6994.4	7912.1	4363.5	5388.3	5.0243	682.33	1605.1	2050.7	1210.0	1392.6
3.5000	5662.0	2177.8	3484.2	0.55095	220.84	579.25	645.65	353.75	377.75	3.4879	309.80	901.37	1042.3	591.87	635.36
4.5000	13570	5281.7	8288.4	2.1635	541.16	1388.8	1543.3	883.16	923.09	6.8057	748.58	2264.7	2496.7	1354.4	1417.2
5.5000	31501	11200	20301	5.4289	1105.3	2963.4	3318.0	1773.7	2034.4	26.686	1752.5	5347.5	6009.1	3405.7	3759.1
6.5000	61045	19001	42044	30.125	1982.7	5009.2	5584.9	2953.8	3440.6	79.683	4024.3	11203	12417	6770.7	7549.4
7.5000	87867	24162	63706	71.253	2416.2	6310.1	7074.8	3920.9	4368.4	252.89	6261.6	16861	18513	10215	11602
8.5000	97564	24497	73067	195.22	2443.4	6424.9	7072.3	3884.7	4476.5	551.78	7123.5	19105	21105	11605	13577
9.5000	88567	21755	66812	313.97	2111.3	5692.4	6102.8	3414.4	4119.8	949.01	6667.5	17369	18802	10351	12674
10.500	76875	20004	56871	393.33	1939.3	5158.4	5619.8	3172.1	3721.4	1167.4	5770.6	14737	15942	8768.4	10485
11.500	75274	21864	53409	407.99	2134.6	5678.2	6214.1	3475.6	3953.9	1144.7	5203.9	13923	15027	8436.7	9674.0
12.500	81492	24754	56738	395.13	2493.7	6580.4	7007.7	3895.6	4381.2	1044.4	5349.3	15264	16073	8727.9	10280
13.500	88527	27451	61077	457.74	2733.3	7156.6	7820.5	4324.3	4958.4	1091.5	5962.8	15919	17233	9622.9	11247
14.500	92570	28243	64327	485.87	2787.1	7242.6	8080.3	4407.3	5240.0	1158.3	6322.0	16810	18236	9948.0	11853
15.500	93658	28302	65356	505.44	2745.2	7199.6	8127.3	4385.0	5339.6	1205.1	6346.3	16978	18370	10228	12229
16.500	92664	27800	64865	546.75	2811.6	7120.5	7983.4	4238.6	5098.9	1262.2	6477.6	16798	18243	10101	11982
17.500	90039	27599	62440	550.66	2721.1	7078.7	7873.7	4312.0	5062.6	1288.1	6305.7	16052	17716	9559.9	11519
18.500	88395	27215	61180	549.49	2657.0	7003.3	7779.1	4151.8	5074.2	1245.0	5981.9	15792	17514	9314.3	11333
19.500	86850	27072	59778	547.50	2729.4	6832.1	7747.6	4175.0	5040.7	1269.4	5787.8	15174	17120	9281.9	11145
20.500	85910	26932	58978	575.78	2555.9	6857.6	7764.1	4170.9	5007.7	1190.9	5754.5	15202	16790	9121.7	10919
21.500	85082	26674	58409	553.41	2643.0	6783.4	7636.8	4146.2	4910.8	1164.3	5609.0	15021	16617	9076.7	10921
22.500	83512	26103	57409	518.58	2623.1	6627.0	7503.9	3909.5	4921.0	1132.2	5714.1	14659	16395	8751.6	10757
23.500	83389	26414	56975	523.25	2592.7	6651.8	7634.4	4076.3	4935.2	1159.8	5659.7	14524	16205	8815.5	10612
24.500	82794	26139	56654	518.20	2590.5	6605.1	7564.7	4099.5	4761.3	1159.5	5452.3	14420	16164	8748.6	10710
25.500	82702	26282	56420	554.30	2580.1	6659.9	7547.1	4042.6	4898.2	1171.7	5680.0	14158	16128	8740.6	10542
26.500	84071	26648	57423	544.66	2610.1	6756.1	7581.1	4122.2	5033.6	1138.1	5750.1	14572	16504	8882.3	10577
27.500	84296	26756	57539	527.35	2660.3	6830.4	7712.1	4077.5	4948.8	1162.8	5613.4	14612	16599	8868.5	10684
28.500	84901	26667	58234	570.00	2640.5	6767.6	7634.8	4074.4	4979.8	1179.7	5777.9	14888	16685	8900.5	10803
29.500	86019	27006	59014	559.87	2657.6	6929.9	7638.0	4140.5	5079.6	1176.2	5968.9	15036	16946	8850.0	11037
30.500	86128	27011	59117	525.96	2716.1	6944.3	7580.9	4199.2	5044.7	1157.1	5764.6	15071	16755	9135.8	11234
31.500	87077	26904	60173	562.29	2671.8	6867.1	7662.0	4069.7	5070.5	1179.4	5951.8	15371	17051	9243.9	11376
32.500	86468	26422	60046	539.45	2583.2	6613.7	7460.4	4140.3	5084.9	1213.2	5935.8	15342	17196	9040.0	11319
33.500	85522	26414	59107	527.84	2659.7	6756.6	7433.6	4147.4	4889.3	1190.1	5906.6	15144	16809	9080.2	10977
34.500	83690	25831	57859	525.48	2614.1	6511.4	7481.0	3931.3	4767.7	1216.7	5600.6	14662	16659	8906.1	10814
35.500	81488	25115	56373	494.52	2496.8	6421.6	7103.3	3858.8	4739.6	1093.8	5617.6	14241	16018	8724.9	10678
36.500	78627	23986	54641	491.51	2345.1	5991.7	6899.6	3780.7	4477.1	1059.5	5329.9	13882	15635	8507.4	10228
37.500	75027	23094	51932	473.40	2356.5	5840.7	6641.4	3497.0	4285.5	1046.6	5117.0	13365	14778	7863.0	9763.0
38.500	72100	22401	49700	492.52	2171.0	5661.8	6430.9	3457.0	4187.4	1025.5	5024.2	12506	14343	7583.6	9217.9
39.500	67582	21238	46345	451.08	2093.7	5334.8	6150.3	3301.0	3907.0	906.57	4690.0	11911	13211	7040.8	8585.6
40.500	64082	20236	43847	444.64	1982.8	5091.0	5764.1	3143.1	3810.2	862.91	4337.6	11117	12566	6704.2	8258.4
41.500	60515	19275	41240	417.04	1903.3	4825.1	5434.3	2967.2	3728.5	851.27	4122.7	10460	11789	6363.3	7654.6
42.500	56896	18376	38519	404.54	1802.6	4653.1	5253.1	2876.2	3386.5	813.86	3802.5	9749.0	11025	5952.8	7175.9
43.500	53235	17319	35916	317.71	1681.6	4480.7	4980.7	2630.4	3227.9	736.29	3518.8	9099.5	10449	5400.8	6711.7
44.500	50958	16551	34407	333.71	1618.7	4168.8	4799.5	2441.4	3188.8	742.22	3392.9	8847.4	9812.1	5196.3	6416.4
45.500	48397	15741	32655	328.93	1493.8	3967.5	4455.0	2418.6	3077.4	700.55	3288.9	8159.5	9353.4	5051.2	6101.9
46.500	46521	15057	31464	319.75	1468.0	3847.6	4269.7	2321.1	2831.3	687.11	3149.3	7911.7	9071.5	4839.8	5804.1
47.500	45482	14975	30507	317.24	1448.6	3724.0	4358.9	2277.5	2849.2	641.74	3050.8	7740.1	8732.3	4608.5	5733.4
48.500	44793	14463	30331	281.07	1420.4	3713.7	4181.9	2142.9	2722.8	691.83	2977.7	7618.4	8808.0	4517.6	5717.2
49.500	46039	15090	30948	270.09	1447.2	3620.6	4469.6	2318.2	2964.6	691.13	2907.7	7689.0	8963.1	4747.2	5950.3
50.500	50663	16927	33736	332.37	1555.3	4003.8	5200.6	2417.5	3417.4	740.66	3053.5	8124.6	9932.5	5108.9	6775.6
51.500	62346	20717	41629	367.41	1876.4	4782.7	6423.2	2882.8	4384.4	919.07	3880.2	9624.0	12792	5805.0	8608.8
52.500	85114	28191	56923	482.04	2480.0	6500.5	8861.1	3846.3	6020.6	1225.4	5144.1	13008	17644	7892.5	12009
53.500	1.2650e+05	40801	85703	738.91	3631.7	9340.4	12898	5647.3	8544.7	1716.1	7788.7	19653	26568	11966	18011
54.500	1.9184e+05	60717	1.3112e+05	1114.0	5636.6	14273	18538	8812.5	12342	2627.2	12632	30425	39882	18541	27016
55.500	2.8104e+05	86038	1.9500e+05	1634.5	8198.9	20506	25648	12838	17213	3852.6	18766	46144	58367	28624	39246
56.500	3.9031e+05	1.1575e+05	2.7455e+05	2259.1	11214	28178	34020	17553	22527	5288.4	26611	66409	81321	41464	53462
57.500	5.0606e+05	1.4633e+05	3.5973e+05	2804.3	14424	36186	42558	22229	28125	6934.0	36419	88692	1.0460e+05	54498	68588
58.500	6.1194e+05	1.7356e+05	4.3838e+05	3461.9	16858	43597	50071	27047	32527	8633.9	43817	1.0967e+05	1.2655e+05	67037	82665
59.500	6.9609e+05	1.9381e+05	5.0228e+05	3913.9	19499	49294	55333	30055	35717	10005	50579	1.2686e+05	1.4387e+05	77691	93277
60.500	7.4547e+05	2.0343e+05	5.4205e+05	4147.4	20410	51896	57388	32063	37522	10786	55541	1.3850e+05	1.5393e+05	84380	98908
61.500	7.4992e+05	2.0187e+05	5.4805e+05	4214.1	20307	52280	56551	31986	36536	10945	56183	1.4104e+05	1.5448e+05	85925	99477
62.500	7.0717e+05	1.8856e+05	5.1860e+05	3888.7	18937	48898	53006	29521	34313	10552	51930	1.3378e+05	1.4653e+05	81467	94339
63.500	6.3139e+05	1.6747e+05	4.6391e+05	3422.5	16482	43527	47054	26133	30854	9284.8	46526	1.1973e+05	1.3092e+05	72340	85112
64.500	5.3964e+05	1.4205e+05	3.9759e+05	2797.6	13913	36633	40317	22051	26340	8007.2	39322	1.0263e+05	1.1284e+05	61348	73442
65.500	4.5205e+05	1.1886e+05	3.3318e+05	2369.0	11561	30597	33700	18129	22507	6763.7	32409	85694	95551	50938	61829
66.500	3.8093e+05	1.0031e+05	2.8062e+05	2037.8	9769.0	25650	28767	15205	18880	5623.2	27416	72102	80481	42724	52271
67.500	3.2824e+05	87210	2.4103e+05	1754.2	8365.1	22040	25304	13247	16500	4864.3	23795	60968	69289	36677	45432
68.500	2.9412e+05	79501	2.1462e+05	1520.7	7862.0	19820	23101	12019	15179	4414.2	20648	54287	62004	32392	40878
69.500	2.7501e+05	75163	1.9985e+05	1473.9	7179.4	18555	22051	11301	14604	4123.3	19450	49822	58207	29824	38421
70.500	2.7158e+05	75595	1.9598e+05	1541.2	7278.6	18879	22149	11100	14648	3922.4	19548	48679	56947	29515	37370
71.500	2.8011e+05	79606	2.0050e+05	1492.0	7584.8	19985	23368	11904	15272	3952.2	19433	49635	58700	30184	38600
72.500	2.9955e+05	86133	2.1342e+05	1685.9	8327.5	21258	25423	13042	16397	4315.6	20691	52824	62348	32205	41035
73.500	3.2927e+05	95787	2.3348e+05	1813.8	9108.6	23637	28155	14504	18569	4801.7	22999	57106	68602	35156	44819
74.500	3.6615e+05	1.0711e+05	2.5904e+05	2014.6	10267	26321	31673	16252	20585	5187.3	25360	63544	76194	38912	49846
75.500	4.1001e+05	1.2031e+05	2.8970e+05	2297.2	11635	29949	35306	18214	22911	5891.0	28365	71571	84556	43694	55625
76.500	4.6110e+05	1.3450e+05	3.2660e+05	2540.3	13029	33433	39237	20355	25910	6567.8	32358	80632	95131	49217	62690
77.500	5.1377e+05	1.4787e+05	3.6590e+05	2932.0	14261	36961	43057	22502	28158	7292.2	35936	90894	1.0663e+05	55341	69802
78.500	5.6931e+05	1.6189e+05	4.0742e+05	3148.0	15605	40363	47387	24904	30482	8305.9	40212	1.0131e+05	1.1819e+05	61772	77627
79.500	6.2569e+05	1.7524e+05	4.5045e+05	3427.6	16987	44006	50815	26985	33015	9104.9	45600	1.1208e+05	1.3044e+05	68519	84706
80.500	6.7522e+05	1.8606e+05	4.8916e+05	3711.1	18304	46753	53580	28740	34969	9718.3	48635	1.2285e+05	1.4108e+05	74946	91936
81.500	7.1640e+05	1.9441e+05	5.2199e+05	3843.9	19507	49377	55649	29724	36311	10555	51497	1.3243e+05	1.4973e+05	81031	96749
82.500	7.4842e+05	2.0103e+05	5.4740e+05	3902.0	19880	51093	57203	31374	37574	10964	55010	1.3937e+05	1.5628e+05	84662	1.0111e+05
83.500	7.6255e+05	2.0325e+05	5.5930e+05	4123.6	20079	51730	57883	31982	37454	11212	56305	1.4246e+05	1.5956e+05	86800	1.0296e+05
84.500	7.5784e+05	2.0036e+05	5.5747e+05	4004.7	19798	51548	56730	31367	36916	11064	55413	1.4317e+05	1.5817e+05	86787	1.0287e+05
85.500	7.4103e+05	1.9456e+05	5.4647e+05	3960.4	19469	49669	55085	30403	35976	11102	54722	1.4011e+05	1.5492e+05	85204	1.0041e+05
86.500	7.0887e+05	1.8605e+05	5.2283e+05	3753.9	18682	47685	52727	28901	34298	10458	52251	1.3368e+05	1.4852e+05	81280	96640
87.500	6.6654e+05	1.7404e+05	4.9250e+05	3485.4	17224	44558	49682	27126	31964	10004	48420	1.2672e+05	1.4013e+05	76037	91192
88.500	6.2072e+05	1.6150e+05	4.5922e+05	3302.2	15759	41363	46239	24907	29931	9228.5	45325	1.1759e+05	1.3080e+05	71349	84933
89.500	5.7521e+05	1.5004e+05	4.2517e+05	2966.6	14741	38487	42763	23319	27763	8469.1	42322	1.0871e+05	1.2116e+05	65332	79176
90.500	5.2833e+05	1.3699e+05	3.9134e+05	2731.8	13152	35288	39277	20989	25550	7827.5	37481	99994	1.1248e+05	60451	73107
91.500	4.8865e+05	1.2677e+05	3.6188e+05	2519.1	12495	32303	36276	19386	23794	7292.1	35412	92324	1.0336e+05	55684	67813
92.500	4.5526e+05	1.1902e+05	3.3624e+05	2280.1	11515	30194	34488	18125	22418	6744.7	33036	85315	96365	51638	63139
93.500	4.2586e+05	1.1280e+05	3.1307e+05	2145.7	10854	28310	32980	16686	21820	6440.4	29979	79331	90500	47958	58857
94.500	4.0749e+05	1.0996e+05	2.9753e+05	2105.7	10367	27296	32611	16027	21550	6018.7	28501	74778	86385	45163	56688
95.500	3.9775e+05	1.1005e+05	2.8770e+05	2025.5	10171	26981	33011	15986	21878	6065.4	27808	71157	84243	42568	55858
96.500	4.0387e+05	1.1535e+05	2.8852e+05	2035.1	10369	27787	35419	16396	23342	6146.8	26735	70551	86391	41935	56763
97.500	4.2823e+05	1.2765e+05	3.0057e+05	2147.6	11308	29923	39952	17597	26725	6546.2	27372	71442	91725	42623	60866
