E_rebin_0.2eV (eV):Sum Ch12+14:Sum Ch12:Sum Ch14:Ch12 p16b rebin:Ch12 p16d rebin:Ch12 p17a rebin:Ch14 p16b rebin:Ch14 p16d rebin:Ch14 p17a rebin
23.500	4474.4	1589.6	2884.8	410.65	785.44	393.48	962.80	1694.0	228.02
23.700	4590.0	1686.5	2903.5	437.42	830.04	419.05	989.61	1688.4	225.48
23.900	4564.7	1608.8	2955.9	453.48	785.82	369.50	984.73	1736.7	234.41
24.100	4416.6	1561.2	2855.4	441.81	734.09	385.30	916.92	1708.6	229.87
24.300	4492.4	1702.4	2790.0	507.27	761.85	433.29	959.93	1613.2	216.81
24.500	4486.9	1687.8	2799.1	491.25	775.54	421.00	944.50	1635.7	218.92
24.700	4516.3	1648.3	2868.0	451.94	762.58	433.76	956.70	1685.1	226.23
24.900	4708.5	1742.5	2965.9	491.62	831.56	419.34	991.23	1741.7	233.01
25.100	4591.5	1655.0	2936.6	452.33	785.52	417.10	978.54	1725.4	232.69
25.300	4504.9	1611.8	2893.1	447.28	774.45	390.02	951.09	1712.7	229.29
25.500	4535.3	1574.9	2960.4	434.69	699.50	440.67	978.35	1747.8	234.24
25.700	4597.6	1636.2	2961.4	478.17	727.07	430.95	992.51	1735.2	233.77
25.900	4444.4	1609.4	2835.0	434.51	795.03	379.84	988.37	1627.7	218.97
26.100	4501.5	1674.6	2826.9	442.36	817.07	415.21	944.78	1659.2	222.93
26.300	4481.8	1595.9	2885.9	448.26	734.38	413.27	952.40	1704.8	228.63
26.500	4499.0	1630.6	2868.4	454.48	733.17	442.98	982.21	1662.6	223.59
26.700	4639.8	1672.7	2967.1	467.50	795.71	409.49	982.61	1750.2	234.26
26.900	4503.4	1599.1	2904.3	435.76	773.67	389.69	1005.3	1673.4	225.55
27.100	4607.1	1658.7	2948.4	448.47	778.88	431.34	962.12	1752.4	233.83
27.300	4631.2	1706.1	2925.1	488.10	804.52	413.51	969.90	1722.8	232.35
27.500	4578.2	1616.1	2962.1	448.55	753.58	414.01	981.36	1746.9	233.88
27.700	4617.8	1657.1	2960.7	432.80	785.18	439.13	990.95	1736.4	233.41
27.900	4660.8	1647.0	3013.8	461.14	776.09	409.78	992.78	1782.5	238.48
28.100	4693.8	1736.8	2957.0	464.13	839.13	433.52	903.60	1810.4	242.95
28.300	4528.6	1614.7	2913.9	443.86	755.13	415.68	946.64	1733.8	233.45
28.500	4554.2	1615.6	2938.7	455.10	750.31	410.14	985.23	1721.4	232.01
28.700	4669.3	1682.9	2986.4	462.81	787.84	432.25	998.09	1752.9	235.49
28.900	4584.2	1639.2	2945.0	442.67	798.97	397.53	1029.7	1688.6	226.61
29.100	4658.6	1634.3	3024.3	443.09	795.11	396.08	1050.3	1740.4	233.57
29.300	4592.3	1612.1	2980.2	432.94	784.65	394.56	1001.3	1745.3	233.47
29.500	4675.1	1641.6	3033.5	457.84	775.50	408.25	1036.9	1760.4	236.22
29.700	4649.9	1645.3	3004.6	428.48	764.68	452.18	1015.3	1752.9	236.31
29.900	4723.2	1727.1	2996.2	478.61	798.02	450.45	1008.8	1751.9	235.51
30.100	4674.1	1738.1	2936.0	477.56	857.24	403.25	981.74	1723.5	230.77
30.300	4832.0	1730.2	3101.7	475.94	831.84	422.46	1030.7	1825.7	245.34
30.500	4650.0	1676.7	2973.2	483.30	801.87	391.56	1025.1	1717.1	231.05
30.700	4504.4	1572.4	2932.0	422.99	754.05	395.36	1010.8	1694.7	226.43
30.900	4674.8	1671.1	3003.7	455.90	774.36	440.84	995.89	1769.7	238.09
31.100	4743.4	1641.2	3102.2	462.84	748.31	430.04	1062.0	1799.5	240.72
31.300	4692.7	1624.2	3068.5	451.26	765.76	407.17	1011.1	1813.6	243.77
31.500	4650.5	1646.6	3003.9	444.19	804.74	397.70	985.96	1778.4	239.53
31.700	4614.6	1628.3	2986.3	441.57	759.36	427.39	1001.0	1750.3	234.99
31.900	4491.2	1568.4	2922.8	429.06	740.01	399.30	988.88	1705.4	228.56
32.100	4766.4	1660.6	3105.8	468.18	756.19	436.25	1059.4	1804.7	241.71
32.300	4606.9	1582.1	3024.8	446.35	741.46	394.30	985.13	1796.6	243.07
